initial_capital,final_value,total_return,total_return_pct,total_trades,sharpe_ratio,max_drawdown,max_drawdown_duration,max_drawdown_pct,volatility,win_rate,win_rate_pct,profit_factor,calmar_ratio,buy_hold_return,buy_hold_return_pct,excess_return,excess_return_pct
10000.0,10000.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08900471491378426,8.900471491378426,-0.08900471491378426,-8.900471491378426
